text,speaker
"Another problem happened today, a very big problem in Europe, and we don't want it. We don't want that problem. We don't need it. We don't want it. We invested $2.5 trillion in the United States military, biggest investment we've ever made. We are the envy of every country militarily. Russia, China, North Korea, everybody looks at what we have.",Donald Trump
"Nobody -- Tanks, F35s and super fighter jets, tankers, submarines, missiles, rockets, hypersonic missiles, they go seven times faster than a fastest missile, fastest in the world, all of the things we've done, and our nuclear plants and our nuclear capabilities now at the highest level and it's all in tippy-top shape.",Donald Trump
"And you just have to pray to God that we never use. That's all we say. Pray to God that we never use it. So we have the best, the best in the world. All, by the way, made in the USA and made, a lot of it made right here in Michigan. A lot of it made right here in Michigan. We also passed VA, Veteran's Choice and Veteran's Accountability, VA Accountability with 91%. We killed the leader of ISIS, al-Baghdadi.",Donald Trump
"We eliminated the world's top terrorist. Soleimani is dead. I recognized the capital Israel and opened the American embassy in Jerusalem. I also recognized Israeli sovereignty over the Golan Heights. They've been working on that for 52 years. And instead of endless wars, we are now forging peace in the Middle East and we're getting it done.",Donald Trump
"It's going to happen very quickly, you watch. A vote for me and the Republican party is a vote for the American dream and remember, Abraham Lincoln was a proud member of the Republican party, Abraham Lincoln. In conclusion, over the next four years, we will make America into the manufacturing superpower of the world.",Donald Trump
"And we will end our reliance on China once and for all, which is already taking place. We will hire more police, increase penalties for assaults on law enforcement. And we will ban deadly sanctuary cities. With God's help we will defend the right to life, religious liberty, free speech, and the right to keep and bear arms, your Second Amendment, which is under siege but it's 100% secure with us in this position.",Donald Trump
"Mike, right? We will never touch it. We will maintain America's unrivaled military might and we will ensure peach through strength. We will end surprise medical billing, require price transparency, which goes into effet on January 1st, bigger than health care, lower drug prices even more. We have signed and done something that's never been done on prescription drug prices, favored nations, it will bring drug prices down 50, 60, 70% like you've never seen before.",Donald Trump
"And the drug companies, Big Pharma, does not exactly like your favorite president, I will tell you, but that's okay. We broke a lock jam. Favorite nations, nobody thought we'd ever do that, we did. And we will always protect patients with pre-existing conditions. America will land the first woman on the moon, and the United States will be the first nation to land an astronaut on Mars, that's starting very soon.",Donald Trump
"We will stop the radical indoctrination of our students and restore patriotic education to our schools. We will teach our children to love our country, honor our history, and always respect our great American flag. And we will live by the timeless words of our national motto, ""In God We Trust."" For years, you had a president who apologized for America, now you have a president who is standing up for America, and standing up for the great people of Michigan.",Donald Trump
"Tomorrow you have the power, with the power of your vote, right? The power of your vote, but you have a power to safe America for -- This country will never be a socialist nation. We will never allow that to happen. Together we can finish the job and drain the Washington swamp once and for all. Nobody knew it was so deep and so vicious, but we have done some job.",Donald Trump
"So get your friends, get your family, get your neighbors, get your coworkers, and get out and vote. Most important election perhaps in the history of our country. I never thought I'd say that after what we went through four years ago, I said, ""There'll never be anything like that."" Never be anything like what we went through and, uh, this is the most important election maybe in the history of our country.",Donald Trump
"From Midland to Mackinaw, from Pontiac to Battle Creek, and from Detroit to right here in Grand Rapids, I love Grand Rapids. We inherit the legacy of American patriots who gave their blood, sweat, and tears to defend our country, our families, and our freedom. We stand on the shoulders of American heroes who crossed the oceans, settled a continent, tamed the wilderness, laid down the railroads, raised up the great skyscrapers, won two world wars, defeated fascism and communism, and made America into the single greatest nation in the history of the world.",Donald Trump
"And the best is yet to come. The best is yet to come. Proud citizens like you, who helped build this country, together we will take back our country. We are taking it back at a level that nobody has believed. We are taking it back and we are winning and we're gonna win tomorrow. We are returning power to you, the American people.",Donald Trump
"With your help, your devotion, and your drive we are going to keep on working. We are going to keep on fighting and we are going to keep on winning, winning, winning. We are one movement, one people, one family, and one glorious nation under God. And together with the incredible people of Michigan, we have made America powerful again.",Donald Trump
"And our military, it's never been like this.",Donald Trump
"We have made America wealthy again. We have made America strong again. We have made America proud again. We have made America safe again. And we will make America -- great again. Thank you, Michigan.",Donald Trump
Go out and vote. Thank you very much. Thank you. Thank you very much.,Donald Trump
"Well, thank you very much. Thank you. Thank you very much. Thank you. This does not look like a second place finish. I saw sleepy Joe, he had about 12 people and unable to fill up his circles. Thank you. Thank you very much. Thank you. [Audience chants ""Four more years""] Thank you. Thank you very much. Ah, Pennsylvania.",Donald Trump
"We love Pennsylvania. Thank you. Thank you very much. Thank you very much. This is a nice rowdy crowd, isn't it? Huh? Only in Pennsylvania, you know, uh, we win Pennsylvania, we win the whole deal, you know that right? Just like last time. We want to have the same result as we had last time. Hello Scranton.",Donald Trump
"Hello Pennsylvania. Thank you very much. Tomorrow we are going to win the Commonwealth of Pennsylvania and we are going to win four more years in the White House. With your vote, we will continue to cut your taxes, cut regulations, support our great police, support our magnificent military, protect your second amendment, defend religious liberty and ensure more products are proudly stamped with that beautiful phrase, Made in the USA. [Audience member calls out ""Made in the USA""] Right?",Donald Trump
"More and more. [Audience chants ""USA""] Thank you. Thank you. Thank you. Remember last time they said, ""No, no, Pennsylvania hasn't been won by a Republican for many, many years. Many, many years."" And then we won and it wasn't even close when you get right down to it. [Audience chants ""We love you.""] Thank you very much.",Donald Trump
"Thank you. That's really nice. Don't make me cry. I'll cry with that whole thing. I'll cry and then they'll have it onto -- They'll say, ""The president broke down and cried in front of his fans."" I dunno. Hey, maybe that would lift you up, right? You pick up 10 points for crying. I say I still don't want to do it.",Donald Trump
"Thank you very much. No, it's really nice. Thank you. Nobody's ever heard that chant before you know, it's never a chant that anybody's ever heard in a political way. Like Ronald Reagan, or like people, but nobody's ever heard of that chant and we appreciate it. Next year will be the greatest economic year in the history of our country.",Donald Trump
"We have the foundations already done. Under my leadership, our economy is now growing at the fastest rate ever recorded, last Friday it was released, 33.1% the fastest. We created a record 11.4 million jobs in the last five months, while foreign nations are in a free fall, and you see what's happening all over the world.",Donald Trump
"We are creating an economic powerhouse, unrivaled anywhere in the world. We went down less, and we've gone up much more. Nobody close. A recent Gallop poll found that 56 percent of Americans say they are better off today than they were four years ago. If Biden and Kamala, you know Kamala, right? Kamala.",Donald Trump
"Remember, it's the Harris/Biden administration, when he said that. ""The Harris/Biden-"" No, no, Joe, you're supposed to go first, Joe. But Harris, and the radical left, and she is radical left. She's further than I guess you could say Bernie is a conservative by comparison, right? No, she's the most far left.",Donald Trump
"The radical left gain power, they will collapse our economy and send Pennsylvania into a steep depression. Don't worry about it, it's not gonna happen. I don't think it's gonna happen. It's not gonna happen. We're gonna win. We've got some big surprises. Oh, look at, look at all of the fake news. Look at all of the fake news.",Donald Trump
"David! Turn the mike up. Up. Turn the mike up. Biden will raise your taxes four trillion dollars, massively increasing your regulations, they're going to increase your regulations. Maybe more important than the tax cuts. We gave the biggest tax cut in the history of our country, and maybe more importantly, we did regulation cuts which were also the biggest in the history of our country.",Donald Trump
"Whether it be four years, eight years, or in one case, more. Shut down your economy, close down manufacturers, send your jobs overseas, destroy our suburbs, and he will destroy our suburbs, so I say to the women of the suburbs, ""Love me, women of the suburbs, love me."" I terminated, I terminated the regulation.",Donald Trump
"Dissolve your borders, terminate religious liberty, outlaw private healthcare. 180 million people. Outlaw. You're going to have socialized medicine, that's what they're going to have. Somehow, I don't see Pennsylvania liking that too much. Confiscate your guns, 2nd Amendment in big trouble. And indoctrinate your children with anti-American lies.",Donald Trump
"I just signed an executive order to teach your students pro-American values. Biden has vowed to abolish, extinguish, and eradicate American oil. All fracking and natural gas. And you know, I say this because we'll give it an extra little time. This is Pennsylvania, this is a state that's a wonderful state.",Donald Trump
"I went to school here, I went to college here, and I'll tell you what, and I know it well, a big part of your livelihood, or your money, your income, your low taxes, is fracking. He's spent over a year saying he will not allow fracking. The first time he came into Pennsylvania as the nominee, which was a shock to everybody.",Donald Trump
"Everybody, all Elizabeths, Pocahontas, Warren [Inaudible]. Leave two days early, and it would have been crazy Bernie instead of sleepy Joe. I would have had a crazy guy instead of a sleepy guy, but he came in and after going for one year, and she, forget her, she still can't say it, she can't say it, but he said, ""No, we will ban fracking.",Donald Trump
"We will ban fracking."" That's what he said, many, many times. Once he got the nomination, he came to Pennsylvania, they said, ""You're gonna have to do something, because you have a million jobs, and it's a massive part of your wealth."" So he walked in and he went from, ""We will ban fracking,"" to, ""Of course, we can have fracking.",Donald Trump
"What's the problem?"" Just remember this, it's always -- Yeah, that's right. He said play the video. You know, I might not have that one on the video today. But, you know, he immediately changed, and the fake news, the fake news -- Where is Hunter? Where is? Where's Hunter? Hunter's at a foreign country, taking in 25 million today.",Donald Trump
"He's at a country that his father just left, picking up about 25 million. No, that's total corruption. But he went out, he went out, and he started talking about fracking, and he said, ""We will absolutely allow you, but not on government land."" You know, not on government. And the press never held him accountable, and they never held him accountable for all of the corruption that he's a part of.",Donald Trump
"Biden's plan to ban fracking is an economic death sentence for Pennsylvania. Biden's energy shutdown will wipe out your jobs, decimate your towns, eliminate your factories, and send your state into a nightmare of crippling poverty. You've been there. You've been there. You had the best three years that you ever had under President Trump.",Donald Trump
"The best three years. And next year will be the best of all. Watch. You see it happening. If you look at housing [Inaudible], you look at automobile manufacturing, you're going to have your best year next year, unless somebody decides to come along and quadruple your taxes, then you're going downhill, which is what he's going to do.",Donald Trump
"A vote for Biden is a vote to ban fracking, outlaw mining, explode energy costs, and totally destroy Pennsylvania. You know that, right? It's going to destroy Pennsylvania, and it could happen. It could happen very fast. You take a look at a country. Take a look at Venezuela. Same ideology, and this was unbelievably wealthy, rich country, one of the richest countries, and now they don't have water.",Donald Trump
"They don't have food. They don't have medicine. It's a very sad situation. It can happen here, just much, much bigger, but it can happen here with these maniacs. And you know, it's one of those things. Joe Biden is a globalist who spent 47 years outsourcing your jobs, opening your borders, and sacrificing American blood and treasure on ridiculous, endless foreign wars.",Donald Trump
"Most of you have never even heard of some of these countries. He shuttered your steel mills. I got them open. I got them open. I -- I tariffed, very nicely tariffed dumped steel. They were dumping steel. China was dumping steel all over the place. You ask the heads of your steel companies, you wouldn't have any steel companies right now.",Donald Trump
"Annihilated your coal jobs and supported every disastrous trade deal for half a century. He was a cheerleader of NAFTA, which was one of the worst trade deals ever made. We have a very good one, thank you. And China's entry into the World Trade Organization, which lifted China into a great power, great economic power, except they were going to catch us for 10 years if you study.",Donald Trump
"China was going to catch us in 2019. Guess what? We were going so far ahead, and frankly, if you have somebody smart, real smart in this position, they'll never catch you. They will never, ever catch you. But if you study the history, you'll see 10 years ago, 2019, they will catch, and they would have. If I didn't come along, they would have caught you.",Donald Trump
"They would have caught you. And then we had the plague. We built the greatest economy in history, and then we had the plague come in from China, came in. We closed it down, we saved two million lives. We saved two million lives, and nobody gets it. The projection was 2.2 million modeled out. We saved two million lives.",Donald Trump
"We understand the disease, and now we opened it up. And by the way, Pennsylvania, get your state open. Get it open. Terrible. Terrible. Your governor has to open your state, Pennsylvania, has to open your state. Yeah. Get it open. Get it open, governor. Get it open and count the votes honestly, governor.",Donald Trump
"Count them honestly. There was a, uh, very good pollster last night, actually a good one. He has us winning everything, but he was on last night. How are you, how's he going to do in Pennsylvania? He was on a show called Sean Hannity, have you ever heard of it? No, and he said, uh, ""How's he going to do in Pennsylvania?"" He's going to win Pennsylvania, except for the cheating.",Donald Trump
"We figure we have to leave 5% for the cheating that takes care. Can you believe it? For the cheating that takes place in Pennsylvania. And the guy meant it. A very great pollster, but he predicted hewould win the whole election. But the question was, what about Pennsylvania? He said, ""Well, you have to leave 5% for the cheating."" And when the Supreme Court gave you an extension, they made a very dangerous situation.",Donald Trump
"And I mean dangerous, physically dangerous. And they made it a very, very bad -- They did a very bad thing for this state. They did a very bad thing for this nation. You have to have a date. You can't extend dates. The danger that could be caused by that extension and especially when you know what goes on in Philadelphia, and it's been going on for years.",Donald Trump
"So, Governor, open up your state and please don't cheat, Governor. Please don't cheat, 'cause we're all watching. We're all watching you, Governor. We got a lot of -- We have a lot of eyes on the Governor and his friends. A couple of other governors out there, too. Pennsylvania lost half of it's manufacturing jobs after -- [Audience chants ""Drain the swamp""] Thank you.",Donald Trump
"Thanks. So Pennsylvania lost half of your manufacturing jobs. Think of it. Joe Biden is a corrupt politician who sold out to Pennsylvania, to China, and also sold out for personal gain and family gain, and where's Hunter? Is Hunter in the crowd? Is Hunter -- Where is Hunter? In 2016, Pennsylvania voted to fire this corrupt political establishment, and you elected an outsider as your president who is finally putting America first.",Donald Trump
"And if I don't sound like a typical Washington politician, it's because I'm not a politician. Probably why I'm here. If I don't always play by the rules of Washington or the Washington establishment, it's because I was elected to fight for you, harder than anyone has ever fought. I will tell you that. Now think of everything we've been through.",Donald Trump
"Look. From before I came to office, from before I came. Whatever. We'll do that in a second. Boy, you are an enthusiastic bunch. You are something. Well, first of all, first of all, you know, you're known as a late voting state. That means you're smart. How about all the thing, #howdoichangemyvote? Did you see that?",Donald Trump
"After the debate, the number one trend was how do we change our vote? That was a debate. Did everybody see the debate? The -- yeah? Yeah. They wanna change their vote. A lot of people on -- Is this a change the vote state? Not so much probably. I don't think your governor would let you do that. No, we have some states, they're changing the votes.",Donald Trump
"And it was started with the debates, and then they see the rallies, the biggest rallies. By the way, and I'll say this to the fake news. In the history, in the history of our country, there's never been anything like this. There's never been anything like this. And this is at a pretty early part of the day.",Donald Trump
"I wouldn't say it's exactly primetime. You outta see last night in Florida. It was amazing. But, but think of this. They, they -- Right from before I even ran, I mean, I, I announced maybe before I announced. They said, ""I hear Trump is -- Oh, let's go in and do it."" But think of it. We were under investigation for three years.",Donald Trump
"And it turned out to be a phony hoax. And it was a phony impeachment. And based on the laptop from hell, the impeachment should have never been. It should have never happened. In fact, it should have happened against the other side 'cause it was the other side that cheated. It was the other side that dealt with Russia.",Donald Trump
"And, but think of it. And then they say, ""President Trump, we don't know if we like his personality. President Trump, he's too rough. He's too tough."" Let me tell you something. If we didn't have a certain type of personality, and if we didn't fight, we wouldn't be here right now because we caught them, we caught them spying on our campaign and trying to take out a duly elected president of the United States.",Donald Trump
And I fought like hell because we don't know any other way. We have to fight. But we caught them and they turned out to be the people that were corrupt. No collusion. They spent $48 million. They found no collusion. They had eighteen angry Democrat prosecutors. I have friends that say there's probably nobody that -- And he was one o -- He is one of the smartest.,Donald Trump
"There's probably nobody that he knows that coulda withstood that. So we had 18 angry, crooked Democrats. You had Bob Mueller that didn't have a clue. You had all of this stuff. Think of it. Think of it. We went through that for two and a half, three years, and then they say, ""Oh, we don't like the way he acted."" We were under siege illegally.",Donald Trump
"Illegally. They committed treason. They tried to take out a duly elected president, and we caught them. We caught them. And then they say -- And then they say -- I see it today. Then they say, ""Oh, wouldn't it be nice-"" And then I say -- I see these guys on televisions and all of the big tech stuff, which is probably worse than them, right?",Donald Trump
"It's the new -- They're the new boss in town, right, not the media. They just shut up, the big tech. And, you know, we gave the power to the big tech, right? We -- But now I say it -- I look at it and I say, ""Gee, they're saying, uh, 'Tough administration, chaos, this -- '"" They created the chaos. All we did was fight back, and we fought back well.",Donald Trump
"And we caught them, and they're all caught, and now let's see what happens, okay? Let's see what happens. But we caught them. It's treason. They spied on our campaign. Nothing like that's ever happened. That's a bigger event -- I would rate Biden second. His family and him took millions and millions and millions of dollars from countries that he deals with.",Donald Trump
"He became vice president. He had a son that didn't have a job. He got thrown out of the military, and he went years with no job. And then he signs with Burisma for $183,000 a month. And then he wanted $3 million up-front payment. ""What's your experience? What do you know about energy?"" ""I don't know anything about energy."" ""Oh, that's okay.",Donald Trump
"We'll put you on the board anyway."" And then he gets -- And then he gets thr -- Then he gets $3.5 million from the mayor of Moscow's wife. 3.5 million. Well, gee, Hunter, what did you do? What did you do? You gave her some big advice, I guess, Hunter, right? And then they go to China, he takes out $1.5 billion to manage, which is millions and millions of dollars a year.",Donald Trump
"And then big one, I guess, we had to -- He had to stop that one because they found the laptop from Hell. But the big one was a request to China to pay them $10 million a year, right, for recommendation services, for services, uh -- For no services. They're -- It's a payoff. Hey, you know what it is? It's a payoff.",Donald Trump
"And the big guy gets 10%. The big guy gets 10%. He's not a big guy. Bum. He's not a big guy. He's a little guy. The big guy gets 10%, and there was another one where the big guy gets 50%, right? But he wanted $10 million a year, and the, and the tech and the media will not -- Wait. The media will not -- This is a very -- This is actually a very big moment in the history of our country because we have freedom of the press, but we don't. We have suppression by the press.",Donald Trump
"It's suppression. And if anybody even mentions that story -- You don't see that story in The New York Times. You don't see -- That is the second biggest scandal in the history of our country. First is that they spied on my campaign. That's the biggest scandal. That's the biggest scandal. And they've got everybody scared, but you have a president that wasn't scared.",Donald Trump
"You have a president that wasn't scared. They said, ""Oh -- "" And I see it. I see it with Twitter trending. I know what trending is better than anybody in the world. I've been trending my whole life. From the day I was born, I've been trending. I know trending. They take a story, they make it worse -- boring story, uh, boring stuff.",Donald Trump
"They'll take something and they'll say, ""Number one trending, Trump this. Number one tr -- "" It's not trending. What trends is stuff that you don't wanna talk about right now. Not having to do with me, either, by the way. Not having to do with me. Look, what we have and what's happened, and you've seen it all over the last two weeks, is a horrible, horrible thing.",Donald Trump
"The media is fake and corrupt. Big tech controls the media, and they control the politicians. And you know what? You have a president that's willing to say it, and it's a very, very big event. And let's say -- And I tell you what, I give Tucker Carlson and I give Sean Hannity and I give Laura -- I give all the people that are willing to talk about it.",Donald Trump
"No, the Tucker reports have been phenomenal. I give all of those people that are willing to talk about, tremendous credit, because people don't have any idea how dangerous this is for our country. They won't even think about -- A guy walks away with millions of dollars. He's vice president, his son's like a human vacuum cleaner.",Donald Trump
"He follows his father and he takes the scraps. But the scraps are hundreds of millions of dollars, and we can't let this happen. We're putting a corrupt man up for possibly being elected. But here's the story. I don't think that's gonna happen. I think we're gonna have a tremendous day tomorrow. Tremendous day.",Donald Trump
"And you know when he announces -- when he announces a speech in Scranton, Pennsylvania, you know, he said, ""I live in Pennsylvania. I was born in Scranton."" He doesn't say that his father left. And there's nothing wrong with that. There's nothing wrong with that. You know, I went to college in Pennsylvania right, but I don't make the biggest deal of it.",Donald Trump
"But he's, ""I am a man from Scranton. I'm from -- "" He left at nine years old. And that's okay. That's okay. But this guy is a stone cold phony, and -- and honestly, he's not equipped mentally to be your president. He really isn't. You know it, I know it, everybody knows it. I have foreign leaders calling me saying, ""Are they serious?"" I say -- One of them called, said, ""I see that you're down a little bit in a poll."" I said, ""Can you believe this could happen to me?",Donald Trump
"I'd rather run against someone that was good or even outstanding."" Uh, but I think what we're gonna have is one of the great days. You know, when he comes to Scranton and he gives a speech, you saw, he's got the six circles. He can't fill them up. So he said, ""Could you please move over here to the press?"" He puts the press out there.",Donald Trump
"And look at this g -- I don't know how many people are here, but there's a lot of people here. And it's windy as hell, and it's cold, and I couldn't care. I -- look at that flag. Look at that flag. Oh, it's so beautiful. I'd never -- hey look, I'd never seen a -- a flag blow like that. You know what that means?",Donald Trump
"That means it's windy as hell, that's what it means. Wow, look at that. That's on -- that thing's sideways. But it's our American flag, and we love it, right? Yesterday I was thrilled to be endorsed by the Pittsburgh Post Gazette. Can -- can you believe it? Pittsburgh Post Gazette, and it's, uh, first time I've ever really liked that paper.",Donald Trump
"And then once you get rid of the first one or two paragraphs, it was great. They said, ""You might not like his tone, you might not like the way -- "" And again, I'm a nice guy. I have to fight -- Wait, I have to fight. I have to fight to protect me and to protect you. Because once I'm not here, there's nobody else to protect you, that I can tell you.",Donald Trump
"But they gave a beautiful -- Uh, you know, I mean, you have to understand everything's relative. They gave a beautiful, beautiful editorial, and I appreciate it. [Audience chants ""We love you""] Thank you. It's the first time -- Thank you. Thank you. I'm telling you, you're gonna make me cry with that, stop.",Donald Trump
"The President broke down in tears as they screamed, ""We love you."" I don't know if President Xi of China wants to hear that. Yeah, he probably would like that. The first time the papers endorsed a Republican for President in over a half a century. So to the people of the Post Gazette, I would like to thank you.",Donald Trump
"I will forgive you for your first one or two or three pparagraphs. Because they said, ""However, he's done a great job."" You know, and I have. I've done a great job. They said, ""Put his personality aside."" But I'm telling you, the assault on this office has changed my personality. I can't -- I -- it's just one of those things.",Donald Trump
"Joe Biden is bought and paid for by big tech, big media, and powerful specialist interests. They own him, they control him, and they know he will always do their bidding. And you know, when he raises 300 million like last month, I could raise much more than him. I'm President. I could call all these Wall Street guys, most of whom I know.",Donald Trump
"I could call the oil guys, I could call them all. I would be -- I would blow his numbers apart. Give me two hours. As they send me ten million -- No, we don't need it. How many commercials can you buy? You know, we raised -- we raised a lot of money. We raised enough money. You know, crooked Hillary last time outspent us four to one, right?",Donald Trump
"Four to one. And I actually got criticized. They said the other day, ""Even against Hillary Clinton, he didn't raise I -- that much money."" I mean, you won the race, right? They don't care if you won or not. They said -- they always have to find something. But I would be the greatest fundraiser of all time.",Donald Trump
"This is the President of the United States calling for the head of Goldman Sachs. Hello. How are you, Bill? Is everything -- Is everything good? Uh, listen, I'd like $25 million within the next five minutes. Send it to the White House, please."" What, do you think he's gonna say no? Ev -- I would be the greatest.",Donald Trump
"But you know what, I chose not to do that, okay? I chose not to go there, and when you see he raised $300 million, his people are making deals all over the place. Every corrupt force in American life that betrayed you and hurt you, they are supporting sleepy Joe Biden. The failed establishment that started the disastrous foreign wars, they support Biden.",Donald Trump
"The career politicians that offshored your industries and decimated your factories -- And you got it worse than anybody else, just about. New England was hit hard, too. -- they support Biden. The open-borders lobbyists that killed our fellow citizens and gave them illegal drugs, destroyed our families and so many people, the gangs and crime, they support sleepy Joe Biden.",Donald Trump
"The far-left Democrats that ruined our public schools, depleted our inner cities, defunded our police, and demeaned your sacred faith and values, they support Joe Biden. And I see where they wanna defund your, your great Philadelphia police, and you have great police. They wanna -- They wanna defund your Philadelphia police.",Donald Trump
"Have you seen that? They actually wanna defund -- [Audience chants ""Back the blue""] They wanna defund your police. I read it this morning. I don't know. I don't think that's a good idea. I don't think people should take it. You can't take it anymore, right? You can't allow it to happen. And every place we've gone into, within a half an hour, it was over.",Donald Trump
"But they have to ask the federal government. They, they're embarrassed or they're afraid or they think they're gonna lose support. Uh, we wanna go into Portland. We'll settle that in two minutes. We, we were the ones that did the whole thing in Seattle. They -- We told them we're going in the following morning.",Donald Trump
"That night, they raised their hands, they said, ""Well, I think we'll leave now."" They took over a big chunk of Seattle. No, we can't allow this stuff. You look at what's going on in Philadelphia, you look at what's -- That can't be done, and they can't tell the police to stand back. They can't tell [Inaudible]. They stand back and they watch people -- They watch people walk out with washing machines.",Donald Trump
"Guy's pushing a washing machine. That's a disgrace. It's a disgrace. And, you know, the world watches that. They're all Democrat-run cities and states. New York, Chicago, unfortunately Pennsylvania. And many of them are closed, right, because -- You know why they're closed? Because they thought it would hurt our numbers, and then they saw 33.1. That was a big number.",Donald Trump
"The anti-American radicals defaming our noble history, heritage, and heroes, they support Joe Biden. Antifa and the rioters and looters and Marxists and left-wing extremists, they all support sleepy Joe Biden. Sleepy Joe. And, by the way, just so you understand, 'cause look, Joe -- Joe is, has no clue, okay?",Donald Trump
"Just -- Joe's, Joe's not -- He's not calling the shots. And I guarantee he won't be calling 'em for very long. This election comes down to a simple choice. Do you wanna be ruled by the corrupt, selfless political class, or do you wanna be ruled and governed by the American people? Which is what we're doing, which is one the reasons I'm here [Crosstalk]. A vote for Biden is a vote to give control of government over to the globalist, Communist, Socialist, the wealthy, liberal, hypocrites who wanna silence, censor, cancel, and punish you.",Donald Trump
"If you want your children to be safe, if you want your values to be respected, if you want to be treated with honor, dignity, and respect, then I am asking you to go tomorrow and vote for Trump. Come on. Well, it's up to you, really. You gotta get out. I'm telling you again. I'll say it again and again.",Donald Trump
"Pennsylvania, I've done very well. You've had your best years ever. Pennsylvania, it's gonna be up to you. It's such a big deal. Big state, everything -- And, and we're doing great in Florida. You know, Florida. It's been great. You notice they're not talking about Florida anymore. Florida's been great.",Donald Trump
"We're doing great in Florida. So, we get Florida, we get Pennsylvania. We're gonna get North Carolina. We're doing great in North Carolina. You saw the poll come out yesterday in Iowa. We're way ahead in Iowa. We're way ahead in Ohio, except we get fake -- sometimes a fake poll. We're way ahead. We won Ohio by eight points.",Donald Trump
"They say we're further up than that this time. Because we have -- everything I talked about, we have done and more. We've done more than I talked about. Remember what I said four years ago. I am your voice and we will make America great again. And that's what we're doing. That's where we're going. For the last four years the depraved swamp has tried everything to stop me because they know that I don't answer to them.",Donald Trump
"I answer to you, and it's true. We did this together. You know, this is a movement the likes of which this country, in a way the world probably, but this country has never seen. You know, this country has never seen. You take some of the things that have happened over the many, many years. A politician runs and comes in second in New Hampshire, becomes famous for the rest of his life.",Donald Trump
"We won -- Well, we won everything this time. We won 100% of the states in the primaries, right? But we won 34 states against a crooked person, right? A very crooked person. How crooked is -- By the way, how crooked is Hillary? She deleted 33,000 emails. What's happening with that? But we won, we won, we won like nobody's ever won.",Donald Trump
"Nobody's ever won like we've won. No, no, the likes of which nobody's ever seen anything like it. And, and just to get off that subject for a second, we had, 2016, we had a campaign nobody's ever seen anything like it. Can I be honest? There is much more enthusiasm for this campaign than there was four years ago.",Donald Trump
"Because four years ago I came and I was a successful guy, and I said, ""We're gonna do this. We're gonna cut your taxes. We're gonna get rid of regulations. We're gonna rebuild your military. We're gonna this and that and that and that."" And I did everything, and more than everything. We're gonna take care of our vets.",Donald Trump
"We just got a 91% approval rating on the vet, from the vets, on the V.A. Okay? No, but think of it. We did everything we said we were going to do. But there is much more -- And you know what? That was a record. There was never a campaign. Nobody's ever seen a campaign like that. That and Brexit. Look at him.",Donald Trump
"Look at him. We have Nigel. I spotted Nigel. Oh, Nigel. But I actually did see a list, Nigel. They said the victory of President Trump was number one. Brexit was number two, but it was a distant number two. And, and even Nigel agrees with that. No, Nigel's been fantastic. What a, what a voice. He's a great voice, a great guy.",Donald Trump
"Thank you. Thank you. It's an honor to have you. It's an honor. [Audience chants ""Nigel""] They know, Nigel. Brexit. Mr. Brexit. But, uh, the level of enthusiasm and I think you're gonna see a great red wave tomorrow. And I think it's gonna blow them away. And we get Florida and we get Pennsylvania and we're gonna get, we're gonna get New Hampshire.",Donald Trump
"We're gonna get New Hampshire. Yeah. It's a -- Get New York. Can you believe that? See, the a -- the disadvantage, the disadvantage we have, the disadvantage we have -- 'Cause I think in certain ways you campaign totally differently. The disadvantage we have with the Electoral College, you automatically lose, automatically.",Donald Trump
"I don't care if you bring back Abraham Lincoln and George Washington as his running mate. You lose New York, Illinois, and California, okay? So now you're, you got three of the biggest and the biggest, but you have three monster states, that's an automatic loss. So you're starting off, so then you have to run.",Donald Trump
"And so we ran Florida, and then we got Georgia. By the way, we're doing very well in Georgia. We got Georgia. We got North Carolina. We got Pennsylvania. That was a very important deal. We got Pennsylvania. We got everything. Then we got Wisconsin and Michigan. We said, ""Whoa."" Remember they wouldn't give you the credit?",Donald Trump
"We were two points short. We were at 98% of the vote tabulated, 98. And it stayed there for hours. And if I lost every single vote, right? Every -- And I still win. So I say, ""Why aren't they calling Pennsylvania?"" They wouldn't do you the honor. And then they called Wisconsin, great state. And they called Michigan, which hadn't been won in years and years.",Donald Trump
"And they took the glamor. So, will you please, uh, give yourself the glamor this time? Give yourself the glory, okay? And make sure your governor doesn't cheat, okay, if you could? Because they're known for very bad things, very, very bad things here. Can you imagine a pollster saying, ""You have to allow 5% in Pennsylvania for cheating""? That's a terrible thing to say.",Donald Trump
"Of course, everybody knows it's true, but. No, but we have a lot of eyes watching. They never had eyes watching. We've got a lot of very powerful eyes watching them. They don't want that to happen to themselves. Together, we will defeat the corrupt establishment and we'll dethrone the failed political class.",Donald Trump
"We will drain the Washington swamp and we will save the American dream. We're gonna save the American dream. This election is also a choice between a deadly Biden lock down or a safe vaccine that ends the pandemic, and we build the greatest economic country that we've ever had. There'll be nothing like it.",Donald Trump
"We will mass distribute the vaccine. You know, we've done such a great job with this whole thing. You look at Europe. They're spiking. It's every, you know, they're saying, ""Look at the way Germany's doing. Look at the way France is doing. Look at Spain. Look at now Italy,"" right? You know, Italy had a really rough patch.",Donald Trump
